94	t	75 93 95 
94	b	74 77 93 
95	t	77 94 122 
96	t	77 97 109 
97	t	78 96 98 109 
98	t	79 97 99 110 
99	t	80 98 110 112 
100	t	80 81 101 112 113 
100	b	63 82 111 
101	t	82 83 100 114 
102	t	83 103 115 
102	b	67 86 127 
103	t	85 86 102 
104	t	86 116 
105	t	89 90 91 106 108 
105	b	72 87 89 107 108 
106	t	105 107 
107	t	91 106 119 
107	b	72 105 161 
108	t	105 117 119 
108	b	105 116 135 
109	t	96 97 110 124 
110	t	98 99 109 111 
111	t	110 112 124 
111	b	100 124 
111	u	67 79 153 163 
112	t	99 100 111 125 
113	t	100 114 125 
114	t	101 113 115 126 131 132 
115	t	102 114 126 127 
116	t	104 117 118 127 
116	b	86 108 127 142 
117	t	88 108 116 129 
118	t	116 129 134 142 
119	t	107 108 136 
120	t	121 144 
121	t	120 122 145 
122	t	95 121 123 146 
122	b	123 144 
123	t	122 124 137 148 149 
123	b	122 124 144 165 
124	t	109 111 123 130 138 
124	b	77 111 123 153 
125	t	112 113 131 
126	t	114 115 127 140 
127	t	115 116 126 133 134 
127	b	102 116 133 
128	t	142 143 160 172 188 
128	b	135 142 161 187 199 
128	u	89 140 185 
129	t	117 118 135 142 143 
130	t	124 131 139 
131	t	114 125 130 
132	t	114 140 
133	t	127 140 141 
133	b	127 140 157 
134	t	118 127 141 142 
135	t	129 136 143 161 
135	b	108 128 161 
136	t	119 135 162 
137	t	123 147 
138	t	124 150 152 
139	t	130 140 153 154 
140	t	126 132 133 139 154 156 
140	b	82 133 154 156 
140	u	89 128 153 
141	t	133 134 142 158 
142	t	118 128 129 134 141 143 158 
142	b	116 128 
143	t	128 129 135 142 160 
144	t	120 145 177 
144	b	122 123 163 
145	t	121 144 146 
146	t	122 145 147 163 
147	t	137 146 164 
148	t	123 149 164 
149	t	123 148 150 165 
150	t	138 149 151 
151	t	150 152 165 166 
152	t	138 151 153 
153	t	139 152 154 166 167 
153	b	124 154 180 184 
153	u	111 140 163 185 
154	t	139 140 153 155 
154	b	140 153 156 
155	t	154 156 167 168 
156	t	140 155 157 169 
156	b	140 154 157 184 
157	t	156 158 170 
157	b	133 156 185 
158	t	141 142 157 159 
159	t	158 170 172 186 198 
160	t	128 143 161 173 
161	t	135 160 174 
161	b	107 128 135 199 
162	t	136 175 
163	t	146 177 
163	b	144 176 191 
163	u	111 153 
164	t	147 148 178 179 
165	t	149 151 179 180 
165	b	123 180 191 
166	t	151 153 181 183 
167	t	153 155 168 183 
168	t	155 167 184 
169	t	156 184 
170	t	157 159 185 
171	t	173 175 199 
172	t	128 159 187 
173	t	160 171 174 188 
174	t	161 173 175 
175	t	162 171 174 
176	t	177 189 
176	b	163 190 
177	t	144 163 176 
178	t	164 189 191 
179	t	164 165 191 
180	t	165 181 193 
180	b	153 165 184 190 
181	t	166 180 182 193 
182	t	181 183 195 
183	t	166 167 182 196 
184	t	168 169 185 196 197 
184	b	153 156 180 185 
185	t	170 184 186 
185	b	157 184 187 
185	u	128 153 
186	t	159 185 198 
187	t	172 188 198 
187	b	128 185 
188	t	128 173 187 199 
189	t	176 178 190 
190	t	189 191 192 
190	b	176 180 191 
191	t	178 179 190 192 
191	b	163 165 190 
192	t	190 191 194 
193	t	180 181 194 
194	t	192 193 195 
195	t	182 194 197 
196	t	183 184 197 
197	t	184 195 196 
198	t	159 186 187 199 
199	t	171 188 198 
199	b	128 161 
